#genome	all_coding_data	all_data	asm_name	ass_id	assembly_accession	assembly_level	bioproject	biosample	dwlf	faa_lname	ffn_lname	fna_lname	frn_lname	ftp_path	gbrs_paired_asm	genome	genome_rep	infraspecific_name	isolate	organism_name	outdir	paired_asm_comp	refseq_category	release_type	score_faa	score_fna	score_rrna	score_trna	seq_rel_date	species_taxid	submitter	taxid	taxonomy	version_status	wgs_master
G001470675	Y	N	ViralProj306293	G001470675	GCF_001470675.1	Complete Genome	PRJNA306293		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001470675.1_ViralProj306293	G001470675.faa.bz2	G001470675.ffn.bz2	G001470675.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001470675.1_ViralProj306293	na	G001470675	Full		SEN5	Salmonella phage SEN5	microbes	na	na	Major	0.1	1	0	0	2015/09/18	1647466	NA	1647466	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Salmonella_phage_SEN5	latest	NA
G000924155	Y	N	ViralProj260159	G000924155	GCF_000924155.1	Complete Genome	PRJNA260159		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000924155.1_ViralProj260159	G000924155.faa.bz2	G000924155.ffn.bz2	G000924155.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000924155.1_ViralProj260159	na	G000924155	Full	strain=251327		Reptile bornavirus 1	microbes	na	na	Major	0.1	1	0	0	2014/08/28	1539978	NA	1539978	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Bornaviridae|g__Bornaviridae_noname|s__Reptile_bornavirus_1	latest	NA
G000854485	Y	N	ViralProj14947	G000854485	GCF_000854485.1	Complete Genome	PRJNA14947		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000854485.1_ViralProj14947	G000854485.faa.bz2	G000854485.ffn.bz2	G000854485.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000854485.1_ViralProj14947	na	G000854485	Full			Botrytis virus X	microbes	na	na	Major	0.1	1	0	0	2003/10/01	174142	NA	174142	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Botrexvirus|s__Botrytis_virus_X	latest	NA
G001502635	Y	Y	ViralProj307749	G001502635	GCF_001502635.1	Complete Genome	PRJNA307749		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502635.1_ViralProj307749	G001502635.faa.bz2	G001502635.ffn.bz2	G001502635.fna.bz2	G001502635.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502635.1_ViralProj307749	na	G001502635	Full			Tsukamurella phage TIN3	microbes	na	na	Major	0.1	1	0.1	0.1	2015/06/02	1636546	NA	1636546	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Tsukamurella_phage_TIN3	latest	NA
G000853285	Y	N	ViralMultiSegProj14863	G000853285	GCF_000853285.1	Complete Genome	PRJNA14863		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853285.1_ViralMultiSegProj14863	G000853285.faa.bz2	G000853285.ffn.bz2	G000853285.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853285.1_ViralMultiSegProj14863	na	G000853285	Full			Tacaribe mammarenavirus	microbes	na	na	Major	0.1	0.513	0	0	1993/08/03	11631	NA	11631	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Arenaviridae|g__Mammarenavirus|s__Tacaribe_mammarenavirus	latest	NA
G000903055	Y	N	ViralProj185313	G000903055	GCF_000903055.1	Complete Genome	PRJNA185313		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903055.1_ViralProj185313	G000903055.faa.bz2	G000903055.ffn.bz2	G000903055.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903055.1_ViralProj185313	na	G000903055	Full	strain=STSV2		Sulfolobus virus STSV2	microbes	na	na	Major	0.1	1	0	0	2012/10/12	1123964	NA	1123964	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bicaudaviridae|g__Bicaudaviridae_noname|s__Sulfolobus_virus_STSV2	latest	NA
G000923315	Y	N	ViralMultiSegProj256076	G000923315	GCF_000923315.1	Complete Genome	PRJNA256076		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000923315.1_ViralMultiSegProj256076	G000923315.faa.bz2	G000923315.ffn.bz2	G000923315.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000923315.1_ViralMultiSegProj256076	na	G000923315	Full		USA1969/01	Umatilla virus	microbes	na	na	Major	0.1	0.177	0	0	2011/05/12	40060	NA	40060	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Reoviridae|g__Orbivirus|s__Umatilla_virus	latest	NA
G000856505	Y	N	ViralProj15017	G000856505	GCF_000856505.1	Complete Genome	PRJNA15017		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000856505.1_ViralProj15017	G000856505.faa.bz2	G000856505.ffn.bz2	G000856505.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000856505.1_ViralProj15017	na	G000856505	Full	strain=Fil3		Viral hemorrhagic septicemia virus Fil3	microbes	na	na	Major	0.1	1	0	0	1999/06/11	11287	NA	1147160	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Rhabdoviridae|g__Novirhabdovirus|s__Viral_hemorrhagic_septicemia_virus|t__Viral_hemorrhagic_septicemia_virus_Fil3	latest	NA
G000906775	Y	N	ViralProj192875	G000906775	GCF_000906775.1	Complete Genome	PRJNA192875		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000906775.1_ViralProj192875	G000906775.faa.bz2	G000906775.ffn.bz2	G000906775.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000906775.1_ViralProj192875	na	G000906775	Full			Bacillus phage Finn	microbes	na	na	Major	0.1	1	0	0	2013/02/07	1273742	NA	1273742	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Andromedalikevirus|s__Bacillus_phage_Finn	latest	NA
G000847765	Y	N	ViralProj14716	G000847765	GCF_000847765.1	Complete Genome	PRJNA14716		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000847765.1_ViralProj14716	G000847765.faa.bz2	G000847765.ffn.bz2	G000847765.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000847765.1_ViralProj14716	na	G000847765	Full		K1	Indian citrus ringspot virus	microbes	na	na	Major	0.1	1	0	0	2001/09/02	104664	NA	104664	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Mandarivirus|s__Indian_citrus_ringspot_virus	latest	NA
G000909935	Y	N	ViralProj206030	G000909935	GCF_000909935.1	Complete Genome	PRJNA206030		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000909935.1_ViralProj206030	G000909935.faa.bz2	G000909935.ffn.bz2	G000909935.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000909935.1_ViralProj206030	na	G000909935	Full			Mycobacterium phage PattyP	microbes	na	na	Major	0.1	1	0	0	2013/05/02	1327773	NA	1327773	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_PattyP	latest	NA
G000914455	Y	N	ViralProj239434	G000914455	GCF_000914455.1	Complete Genome	PRJNA239434		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000914455.1_ViralProj239434	G000914455.faa.bz2	G000914455.ffn.bz2	G000914455.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000914455.1_ViralProj239434	na	G000914455	Full			Staphylococcus phage StauST398-4	microbes	na	na	Major	0.1	1	0	0	2013/07/18	1308896	NA	1308896	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Staphylococcus_phage_StauST398_4	latest	NA
G000859705	Y	N	ViralProj15160	G000859705	GCF_000859705.1	Complete Genome	PRJNA15160		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859705.1_ViralProj15160	G000859705.faa.bz2	G000859705.ffn.bz2	G000859705.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859705.1_ViralProj15160	na	G000859705	Full			Mint virus X	microbes	na	na	Major	0.1	1	0	0	2005/01/27	301865	NA	301865	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus|s__Mint_virus_X	latest	NA
G000854865	Y	N	ViralProj15029	G000854865	GCF_000854865.1	Complete Genome	PRJNA15029		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000854865.1_ViralProj15029	G000854865.faa.bz2	G000854865.ffn.bz2	G000854865.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000854865.1_ViralProj15029	na	G000854865	Full			Feline immunodeficiency virus	microbes	na	na	Major	0.1	1	0	0	1993/08/02	11673	NA	11673	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Lentivirus|s__Feline_immunodeficiency_virus	latest	NA
G000930835	Y	N	ViralProj272467	G000930835	GCF_000930835.1	Complete Genome	PRJNA272467		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930835.1_ViralProj272467	G000930835.faa.bz2	G000930835.ffn.bz2	G000930835.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930835.1_ViralProj272467	na	G000930835	Full		BS4014	Sewage-associated gemycircularvirus 6	microbes	na	na	Major	0.1	1	0	0	2014/07/14	1519401	NA	1519401	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Sewage_associated_gemycircularvirus_6	latest	NA
G000885595	Y	N	ViralProj38497	G000885595	GCF_000885595.1	Complete Genome	PRJNA38497		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000885595.1_ViralProj38497	G000885595.faa.bz2	G000885595.ffn.bz2	G000885595.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000885595.1_ViralProj38497	na	G000885595	Full	strain=HCoSV-A1	0553	Cosavirus A	microbes	na	na	Major	0.1	1	0	0	2009/01/05	1330491	NA	1330491	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Cosavirus|s__Cosavirus_A	latest	NA
G000890315	Y	N	ViralProj60625	G000890315	GCF_000890315.1	Complete Genome	PRJNA60625		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000890315.1_ViralProj60625	G000890315.faa.bz2	G000890315.ffn.bz2	G000890315.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000890315.1_ViralProj60625	na	G000890315	Full		Qld 22	Chickpea redleaf virus	microbes	na	na	Major	0.1	1	0	0	2010/11/18	887827	NA	887827	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Mastrevirus|s__Chickpea_redleaf_virus	latest	NA
G000850625	Y	N	ViralMultiSegProj14776	G000850625	GCF_000850625.1	Complete Genome	PRJNA14776		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000850625.1_ViralMultiSegProj14776	G000850625.faa.bz2	G000850625.ffn.bz2	G000850625.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000850625.1_ViralMultiSegProj14776	na	G000850625	Full		87/TGTA2	Peanut clump virus	microbes	na	na	Major	0.1	0.51	0	0	1994/11/02	28355	NA	28355	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Pecluvirus|s__Peanut_clump_virus	latest	NA
G000954395	Y	N	ViralProj277201	G000954395	GCF_000954395.1	Complete Genome	PRJNA277201		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000954395.1_ViralProj277201	G000954395.faa.bz2	G000954395.ffn.bz2	G000954395.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000954395.1_ViralProj277201	na	G000954395	Full		ATCC PV-264	Alfalfa latent virus	microbes	na	na	Major	0.1	1	0	0	2015/03/04	165250	NA	165250	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Alfalfa_latent_virus	latest	NA
G000925295	Y	N	ViralProj263908	G000925295	GCF_000925295.1	Complete Genome	PRJNA263908		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000925295.1_ViralProj263908	G000925295.faa.bz2	G000925295.ffn.bz2	G000925295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000925295.1_ViralProj263908	na	G000925295	Full		BatPV/Eid_hel/GH-M74a/GHA/2009	Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009	microbes	na	na	Major	0.1	1	0	0	2012/04/18	1112631	NA	1112631	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Paramyxoviridae_noname|s__Bat_Paramyxovirus_Eid_hel_GH_M74a_GHA_2009	latest	NA
G000844445	Y	N	ViralProj14382	G000844445	GCF_000844445.1	Complete Genome	PRJNA14382		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000844445.1_ViralProj14382	G000844445.faa.bz2	G000844445.ffn.bz2	G000844445.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000844445.1_ViralProj14382	na	G000844445	Full			Vibrio phage VP5	microbes	na	na	Major	0.1	1	0	0	2004/01/13	260827	NA	260827	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Vibrio_phage_VP5	latest	NA
G001430295	Y	N	ViralMultiSegProj300795	G001430295	GCF_001430295.1	Complete Genome	PRJNA300795		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001430295.1_ViralMultiSegProj300795	G001430295.faa.bz2	G001430295.ffn.bz2	G001430295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001430295.1_ViralMultiSegProj300795	na	G001430295	Full		Parana	Bean rugose mosaic virus	microbes	na	na	Major	0.1	0.489	0	0	2015/06/11	128790	NA	128790	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean_rugose_mosaic_virus	latest	NA
G000920595	Y	N	ViralProj243629	G000920595	GCF_000920595.1	Complete Genome	PRJNA243629		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000920595.1_ViralProj243629	G000920595.faa.bz2	G000920595.ffn.bz2	G000920595.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000920595.1_ViralProj243629	na	G000920595	Full		Crozier_2013	Pygoscelis adeliae papillomavirus	microbes	na	na	Major	0.1	1	0	0	2014/03/28	1480065	NA	1480065	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Papillomaviridae|g__Papillomaviridae_noname|s__Pygoscelis_adeliae_papillomavirus	latest	NA
G001020015	Y	N	ViralProj285266	G001020015	GCF_001020015.1	Complete Genome	PRJNA285266		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001020015.1_ViralProj285266	G001020015.faa.bz2	G001020015.ffn.bz2	G001020015.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001020015.1_ViralProj285266	na	G001020015	Full		Cym92-20	Cymbidium chlorotic mosaic virus	microbes	na	na	Major	0.1	1	0	0	2015/05/27	1602124	NA	1602124	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Sobemovirus|s__Cymbidium_chlorotic_mosaic_virus	latest	NA
G000865825	Y	Y	ViralProj15618	G000865825	GCF_000865825.1	Complete Genome	PRJNA15618		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000865825.1_ViralProj15618	G000865825.faa.bz2	G000865825.ffn.bz2	G000865825.fna.bz2	G000865825.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000865825.1_ViralProj15618	na	G000865825	Full		EhV86	Emiliania huxleyi virus 86	microbes	na	na	Major	0.16	1	0.1	0.1	2005/08/12	181082	NA	181082	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Phycodnaviridae|g__Coccolithovirus|s__Emiliania_huxleyi_virus_86	latest	NA
G001505375	Y	N	ViralProj308010	G001505375	GCF_001505375.1	Complete Genome	PRJNA308010		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001505375.1_ViralProj308010	G001505375.faa.bz2	G001505375.ffn.bz2	G001505375.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001505375.1_ViralProj308010	na	G001505375	Full			Clostridium phage phiCD481-1	microbes	na	na	Major	0.1	1	0	0	2014/12/11	1582153	NA	1582153	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Clostridium_phage_phiCD481_1	latest	NA
G000882655	Y	N	ViralProj33779	G000882655	GCF_000882655.1	Complete Genome	PRJNA33779		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882655.1_ViralProj33779	G000882655.faa.bz2	G000882655.ffn.bz2	G000882655.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882655.1_ViralProj33779	na	G000882655	Full			Salmonella phage epsilon34	microbes	na	na	Major	0.1	1	0	0	2008/06/30	348058	NA	348058	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__P22likevirus|s__Salmonella_phage_epsilon34	latest	NA
G000922575	Y	N	ViralProj261347	G000922575	GCF_000922575.1	Complete Genome	PRJNA261347		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000922575.1_ViralProj261347	G000922575.faa.bz2	G000922575.ffn.bz2	G000922575.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000922575.1_ViralProj261347	na	G000922575	Full	strain=JPN3		Equine hepacivirus JPN3/JAPAN/2013	microbes	na	na	Major	0.1	1	0	0	2014/09/15	1416349	NA	1416349	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Flaviviridae|g__Hepacivirus|s__Equine_hepacivirus_JPN3_JAPAN_2013	latest	NA
G000838525	Y	N	ViralProj14032	G000838525	GCF_000838525.1	Complete Genome	PRJNA14032		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000838525.1_ViralProj14032	G000838525.faa.bz2	G000838525.ffn.bz2	G000838525.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000838525.1_ViralProj14032	na	G000838525	Full			Spiroplasma phage SVTS2	microbes	na	na	Major	0.1	1	0	0	2004/03/19	93224	NA	93224	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Plectrovirus|s__Spiroplasma_phage_SVTS2	latest	NA
G000893995	Y	N	ViralProj76729	G000893995	GCF_000893995.1	Complete Genome	PRJNA76729		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000893995.1_ViralProj76729	G000893995.faa.bz2	G000893995.ffn.bz2	G000893995.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000893995.1_ViralProj76729	na	G000893995	Full			Escherichia phage HK639	microbes	na	na	Major	0.1	1	0	0	2011/01/07	906669	NA	906669	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Lambdalikevirus|s__Escherichia_phage_HK639	latest	NA
G000898095	Y	N	ViralProj167051	G000898095	GCF_000898095.1	Complete Genome	PRJNA167051		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000898095.1_ViralProj167051	G000898095.faa.bz2	G000898095.ffn.bz2	G000898095.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000898095.1_ViralProj167051	na	G000898095	Full			Pseudomonas phage vB_Pae-TbilisiM32	microbes	na	na	Major	0.1	1	0	0	2012/02/24	1141525	NA	1141525	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Phikmvlikevirus|s__Pseudomonas_phage_vB_Pae_TbilisiM32	latest	NA
G000847205	Y	Y	ViralProj14599	G000847205	GCF_000847205.1	Complete Genome	PRJNA14599		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000847205.1_ViralProj14599	G000847205.faa.bz2	G000847205.ffn.bz2	G000847205.fna.bz2	G000847205.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000847205.1_ViralProj14599	na	G000847205	Full			Enterobacteria phage phiP27	microbes	na	na	Major	0.1	1	0.1	0.1	2002/01/15	103807	NA	103807	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Enterobacteria_phage_phiP27	latest	NA
G000886475	Y	N	ViralProj38501	G000886475	GCF_000886475.1	Complete Genome	PRJNA38501		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000886475.1_ViralProj38501	G000886475.faa.bz2	G000886475.ffn.bz2	G000886475.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000886475.1_ViralProj38501	na	G000886475	Full	strain=HCoSV-D1	5004	Human cosavirus D	microbes	na	na	Major	0.1	1	0	0	2009/01/05	586422	NA	586422	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Cosavirus|s__Human_cosavirus_D	latest	NA
G000866705	Y	N	ViralProj15880	G000866705	GCF_000866705.1	Complete Genome	PRJNA15880		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000866705.1_ViralProj15880	G000866705.faa.bz2	G000866705.ffn.bz2	G000866705.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000866705.1_ViralProj15880	na	G000866705	Full			Enterobacteria phage K1F	microbes	na	na	Major	0.1	1	0	0	2005/08/12	344021	NA	344021	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus|s__Enterobacteria_phage_K1F	latest	NA
G000973255	Y	N	ViralProj281408	G000973255	GCF_000973255.1	Complete Genome	PRJNA281408		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000973255.1_ViralProj281408	G000973255.faa.bz2	G000973255.ffn.bz2	G000973255.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000973255.1_ViralProj281408	na	G000973255	Full		NIDO	Chinook salmon bafinivirus	microbes	na	na	Major	0.1	1	0	0	2015/02/19	1611837	NA	1611837	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Nidovirales|f__Coronaviridae|g__Bafinivirus|s__Chinook_salmon_bafinivirus	latest	NA
G001430395	N	N	ViralProj300245	G001430395	GCF_001430395.1	Complete Genome	PRJNA300245		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001430395.1_ViralProj300245			G001430395.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001430395.1_ViralProj300245	na	G001430395	Full			Grapevine latent viroid	microbes	na	na	Major	0	1	0	0	2015/10/15	1737345	NA	1737345	k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Viroids_noname|g__Viroids_noname|s__Grapevine_latent_viroid	latest	NA
G001646395	Y	N	ViralProj321705	G001646395	GCF_001646395.1	Complete Genome	PRJNA321705		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001646395.1_ViralProj321705	G001646395.faa.bz2	G001646395.ffn.bz2	G001646395.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001646395.1_ViralProj321705	na	G001646395	Full		4_Fec60467_duck2	Duck faeces associated circular DNA virus 3	microbes	na	na	Major	0.1	1	0	0	2016/05/04	1843770	NA	1843770	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Duck_faeces_associated_circular_DNA_virus_3	latest	NA
G000894335	Y	N	ViralProj82653	G000894335	GCF_000894335.1	Complete Genome	PRJNA82653		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000894335.1_ViralProj82653	G000894335.faa.bz2	G000894335.ffn.bz2	G000894335.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000894335.1_ViralProj82653	na	G000894335	Full			Erwinia phage PEp14	microbes	na	na	Major	0.1	1	0	0	2012/01/20	1131315	NA	1131315	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Erwinia_phage_PEp14	latest	NA
G000888655	Y	Y	ViralProj56019	G000888655	GCF_000888655.1	Complete Genome	PRJNA56019		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000888655.1_ViralProj56019	G000888655.faa.bz2	G000888655.ffn.bz2	G000888655.fna.bz2	G000888655.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000888655.1_ViralProj56019	na	G000888655	Full			Shigella phage SP18	microbes	na	na	Major	0.1	1	0.1	0.1	2010/10/07	645664	NA	645664	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus|s__Shigella_phage_SP18	latest	NA
G000863285	Y	N	ViralProj15369	G000863285	GCF_000863285.1	Complete Genome	PRJNA15369		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000863285.1_ViralProj15369	G000863285.faa.bz2	G000863285.ffn.bz2	G000863285.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000863285.1_ViralProj15369	na	G000863285	Full	strain=ApMAR		Apoi virus	microbes	na	na	Major	0.1	1	0	0	2000/05/19	64280	NA	64280	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Flaviviridae|g__Flavivirus|s__Apoi_virus	latest	NA
G000899575	Y	Y	ViralProj179407	G000899575	GCF_000899575.1	Complete Genome	PRJNA179407		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899575.1_ViralProj179407	G000899575.faa.bz2	G000899575.ffn.bz2	G000899575.fna.bz2	G000899575.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000899575.1_ViralProj179407	na	G000899575	Full			Streptomyces phage R4	microbes	na	na	Major	0.1	1	0.1	0.1	2012/10/05	10732	NA	10732	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Streptomyces_phage_R4	latest	NA
